Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1242,"Peas, green",2021,2021,ha,16589,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1242,"Peas, green",2021,2021,kg/ha,6875.8,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1242,"Peas, green",2022,2022,ha,30059,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1242,"Peas, green",2022,2022,kg/ha,6234.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1242,"Peas, green",2023,2023,ha,25243,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1242,"Peas, green",2023,2023,kg/ha,6496.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1242,"Peas, green",2024,2024,ha,24558,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1242,"Peas, green",2024,2024,kg/ha,5807,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2020,2020,ha,919,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1651,"Pepper (Piper spp.), raw",2020,2020,kg/ha,979.6,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2021,2021,ha,1174,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1651,"Pepper (Piper spp.), raw",2021,2021,kg/ha,991.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2022,2022,ha,749,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1651,"Pepper (Piper spp.), raw",2022,2022,kg/ha,994.6,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2023,2023,ha,777,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1651,"Pepper (Piper spp.), raw",2023,2023,kg/ha,1005.8,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2024,2024,ha,758,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1651,"Pepper (Piper spp.), raw",2024,2024,kg/ha,1016.9,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1707,"Pigeon peas, dry",2020,2020,ha,133525,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1707,"Pigeon peas, dry",2020,2020,kg/ha,925.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1707,"Pigeon peas, dry",2021,2021,ha,126646,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1707,"Pigeon peas, dry",2021,2021,kg/ha,820.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1707,"Pigeon peas, dry",2022,2022,ha,266104,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1707,"Pigeon peas, dry",2022,2022,kg/ha,601,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1707,"Pigeon peas, dry",2023,2023,ha,300807,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1707,"Pigeon peas, dry",2023,2023,kg/ha,610.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1707,"Pigeon peas, dry",2024,2024,ha,143645,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1707,"Pigeon peas, dry",2024,2024,kg/ha,673.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1318,Pineapples,2020,2020,ha,9838,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1318,Pineapples,2020,2020,kg/ha,33576.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1318,Pineapples,2021,2021,ha,8184,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1318,Pineapples,2021,2021,kg/ha,34536.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1318,Pineapples,2022,2022,ha,8628,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1318,Pineapples,2022,2022,kg/ha,29288.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1318,Pineapples,2023,2023,ha,7120,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1318,Pineapples,2023,2023,kg/ha,32595.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1318,Pineapples,2024,2024,ha,6094,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1318,Pineapples,2024,2024,kg/ha,32169.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1313,Plantains and cooking bananas,2020,2020,ha,2841,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1313,Plantains and cooking bananas,2020,2020,kg/ha,12126.6,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1313,Plantains and cooking bananas,2021,2021,ha,2804,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1313,Plantains and cooking bananas,2021,2021,kg/ha,12145.6,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1313,Plantains and cooking bananas,2022,2022,ha,2814,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1313,Plantains and cooking bananas,2022,2022,kg/ha,12445.7,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1313,Plantains and cooking bananas,2023,2023,ha,2820,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1313,Plantains and cooking bananas,2023,2023,kg/ha,12239.1,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1313,Plantains and cooking bananas,2024,2024,ha,2813,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1313,Plantains and cooking bananas,2024,2024,kg/ha,12276.9,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1346,Plums and sloes,2020,2020,ha,89,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1346,Plums and sloes,2020,2020,kg/ha,5020.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1346,Plums and sloes,2021,2021,ha,162,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1346,Plums and sloes,2021,2021,kg/ha,6639.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1346,Plums and sloes,2022,2022,ha,153,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1346,Plums and sloes,2022,2022,kg/ha,6728.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1346,Plums and sloes,2023,2023,ha,132,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1346,Plums and sloes,2023,2023,kg/ha,8068.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1346,Plums and sloes,2024,2024,ha,233,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1346,Plums and sloes,2024,2024,kg/ha,16090.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1321,Pomelos and grapefruits,2020,2020,ha,194,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1321,Pomelos and grapefruits,2020,2020,kg/ha,12743.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1321,Pomelos and grapefruits,2021,2021,ha,142,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1321,Pomelos and grapefruits,2021,2021,kg/ha,17428.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1321,Pomelos and grapefruits,2022,2022,ha,352,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1321,Pomelos and grapefruits,2022,2022,kg/ha,11024.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1321,Pomelos and grapefruits,2023,2023,ha,93,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1321,Pomelos and grapefruits,2023,2023,kg/ha,6150.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1321,Pomelos and grapefruits,2024,2024,ha,139,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1321,Pomelos and grapefruits,2024,2024,kg/ha,7172.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1510,Potatoes,2020,2020,ha,176252,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1510,Potatoes,2020,2020,kg/ha,10551.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1510,Potatoes,2021,2021,ha,215729,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1510,Potatoes,2021,2021,kg/ha,9770.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1510,Potatoes,2022,2022,ha,231525,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1510,Potatoes,2022,2022,kg/ha,7911.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1510,Potatoes,2023,2023,ha,239325,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1510,Potatoes,2023,2023,kg/ha,9651.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1510,Potatoes,2024,2024,ha,225948,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1510,Potatoes,2024,2024,kg/ha,9684.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1930.02,"Pyrethrum, dried flowers",2020,2020,ha,2622,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1930.02,"Pyrethrum, dried flowers",2020,2020,kg/ha,108.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1930.02,"Pyrethrum, dried flowers",2021,2021,ha,1529,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1930.02,"Pyrethrum, dried flowers",2021,2021,kg/ha,327.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1930.02,"Pyrethrum, dried flowers",2022,2022,ha,1619,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1930.02,"Pyrethrum, dried flowers",2022,2022,kg/ha,583.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1930.02,"Pyrethrum, dried flowers",2023,2023,ha,3789,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1930.02,"Pyrethrum, dried flowers",2023,2023,kg/ha,443.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1930.02,"Pyrethrum, dried flowers",2024,2024,ha,3864,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1930.02,"Pyrethrum, dried flowers",2024,2024,kg/ha,422.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1443,Rape or colza seed,2020,2020,ha,,M,Missing value; data cannot exist,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1443,Rape or colza seed,2021,2021,ha,4236,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1443,Rape or colza seed,2021,2021,kg/ha,3406.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1443,Rape or colza seed,2022,2022,ha,4381,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1443,Rape or colza seed,2022,2022,kg/ha,3331.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1443,Rape or colza seed,2023,2023,ha,4509,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1443,Rape or colza seed,2023,2023,kg/ha,3238.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1443,Rape or colza seed,2024,2024,ha,4313,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1443,Rape or colza seed,2024,2024,kg/ha,3335.3,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,113,Rice,2020,2020,ha,28276,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,113,Rice,2020,2020,kg/ha,6397.3,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,113,Rice,2021,2021,ha,32028,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,113,Rice,2021,2021,kg/ha,5807.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,113,Rice,2022,2022,ha,44255,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,113,Rice,2022,2022,kg/ha,4345.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,113,Rice,2023,2023,ha,38942,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,113,Rice,2023,2023,kg/ha,5882.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,113,Rice,2024,2024,ha,43057,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,113,Rice,2024,2024,kg/ha,6553,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1921.01,"Seed cotton, unginned",2020,2020,ha,13988,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1921.01,"Seed cotton, unginned",2020,2020,kg/ha,441,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1921.01,"Seed cotton, unginned",2021,2021,ha,10640,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1921.01,"Seed cotton, unginned",2021,2021,kg/ha,122.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1921.01,"Seed cotton, unginned",2022,2022,ha,8585,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1921.01,"Seed cotton, unginned",2022,2022,kg/ha,438.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1921.01,"Seed cotton, unginned",2023,2023,ha,12152,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1921.01,"Seed cotton, unginned",2023,2023,kg/ha,318,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1921.01,"Seed cotton, unginned",2024,2024,ha,16469,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1921.01,"Seed cotton, unginned",2024,2024,kg/ha,378.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1444,Sesame seed,2020,2020,ha,12526,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1444,Sesame seed,2020,2020,kg/ha,860.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1444,Sesame seed,2021,2021,ha,5203,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1444,Sesame seed,2021,2021,kg/ha,546.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1444,Sesame seed,2022,2022,ha,5352,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1444,Sesame seed,2022,2022,kg/ha,596.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1444,Sesame seed,2023,2023,ha,5943,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1444,Sesame seed,2023,2023,kg/ha,642.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1444,Sesame seed,2024,2024,ha,8687,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1444,Sesame seed,2024,2024,kg/ha,691.3,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1929.05,"Sisal, raw",2020,2020,ha,40701,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1929.05,"Sisal, raw",2020,2020,kg/ha,749.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1929.05,"Sisal, raw",2021,2021,ha,39624,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1929.05,"Sisal, raw",2021,2021,kg/ha,812.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1929.05,"Sisal, raw",2022,2022,ha,36959,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1929.05,"Sisal, raw",2022,2022,kg/ha,872.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1929.05,"Sisal, raw",2023,2023,ha,36443,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1929.05,"Sisal, raw",2023,2023,kg/ha,701.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1929.05,"Sisal, raw",2024,2024,ha,33058,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1929.05,"Sisal, raw",2024,2024,kg/ha,633.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,114,Sorghum,2020,2020,ha,219657,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,114,Sorghum,2020,2020,kg/ha,1434.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,114,Sorghum,2021,2021,ha,207810,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,114,Sorghum,2021,2021,kg/ha,668.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,114,Sorghum,2022,2022,ha,206883,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,114,Sorghum,2022,2022,kg/ha,582.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,114,Sorghum,2023,2023,ha,207739,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,114,Sorghum,2023,2023,kg/ha,957.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,114,Sorghum,2024,2024,ha,250432,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,114,Sorghum,2024,2024,kg/ha,970.3,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,141,Soya beans,2020,2020,ha,2398,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,141,Soya beans,2020,2020,kg/ha,999.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,141,Soya beans,2021,2021,ha,4662,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,141,Soya beans,2021,2021,kg/ha,1128,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,141,Soya beans,2022,2022,ha,5961,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,141,Soya beans,2022,2022,kg/ha,1375.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,141,Soya beans,2023,2023,ha,11313,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,141,Soya beans,2023,2023,kg/ha,892.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,141,Soya beans,2024,2024,ha,17299,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,141,Soya beans,2024,2024,kg/ha,1006.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1215,Spinach,2020,2020,ha,9789,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1215,Spinach,2020,2020,kg/ha,24858.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1215,Spinach,2021,2021,ha,10894,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1215,Spinach,2021,2021,kg/ha,16732,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1215,Spinach,2022,2022,ha,11650,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1215,Spinach,2022,2022,kg/ha,13508,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1215,Spinach,2023,2023,ha,12770,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1215,Spinach,2023,2023,kg/ha,13265.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1215,Spinach,2024,2024,ha,11842,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1215,Spinach,2024,2024,kg/ha,20496.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1354,Strawberries,2020,2020,ha,59,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1354,Strawberries,2020,2020,kg/ha,8492.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1354,Strawberries,2021,2021,ha,77,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1354,Strawberries,2021,2021,kg/ha,4935.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1354,Strawberries,2022,2022,ha,53,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1354,Strawberries,2022,2022,kg/ha,11154.7,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1354,Strawberries,2023,2023,ha,23,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1354,Strawberries,2023,2023,kg/ha,33043.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1354,Strawberries,2024,2024,ha,23,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1354,Strawberries,2024,2024,kg/ha,4782.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1802,Sugar cane,2020,2020,ha,89800,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1802,Sugar cane,2020,2020,kg/ha,75845.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1802,Sugar cane,2021,2021,ha,93288,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1802,Sugar cane,2021,2021,kg/ha,82101.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1802,Sugar cane,2022,2022,ha,117960,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1802,Sugar cane,2022,2022,kg/ha,74599.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1802,Sugar cane,2023,2023,ha,80700,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1802,Sugar cane,2023,2023,kg/ha,68848.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1802,Sugar cane,2024,2024,ha,134900,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1802,Sugar cane,2024,2024,kg/ha,69424,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1445,Sunflower seed,2020,2020,ha,5000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5412,Yield,1445,Sunflower seed,2020,2020,kg/ha,1000,X,Figure from external organization,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1445,Sunflower seed,2021,2021,ha,5000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5412,Yield,1445,Sunflower seed,2021,2021,kg/ha,1000,X,Figure from external organization,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1445,Sunflower seed,2022,2022,ha,6000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5412,Yield,1445,Sunflower seed,2022,2022,kg/ha,1000,X,Figure from external organization,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1445,Sunflower seed,2023,2023,ha,6000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5412,Yield,1445,Sunflower seed,2023,2023,kg/ha,1000,X,Figure from external organization,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1445,Sunflower seed,2024,2024,ha,6000,X,Figure from external organization,Unofficial figure
QCL,Crops and livestock products,404,Kenya,5412,Yield,1445,Sunflower seed,2024,2024,kg/ha,1000,X,Figure from external organization,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1530,Sweet potatoes,2020,2020,ha,54007,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1530,Sweet potatoes,2020,2020,kg/ha,12696.3,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1530,Sweet potatoes,2021,2021,ha,65758,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1530,Sweet potatoes,2021,2021,kg/ha,11818.3,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1530,Sweet potatoes,2022,2022,ha,48850,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1530,Sweet potatoes,2022,2022,kg/ha,12239.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1530,Sweet potatoes,2023,2023,ha,54423,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1530,Sweet potatoes,2023,2023,kg/ha,12294.4,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1530,Sweet potatoes,2024,2024,ha,68449,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1530,Sweet potatoes,2024,2024,kg/ha,12603.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2020,2020,ha,2309,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1324,"Tangerines, mandarins, clementines",2020,2020,kg/ha,10004.1,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2021,2021,ha,2707,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1324,"Tangerines, mandarins, clementines",2021,2021,kg/ha,10879.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2022,2022,ha,3794,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1324,"Tangerines, mandarins, clementines",2022,2022,kg/ha,13569.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2023,2023,ha,3550,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1324,"Tangerines, mandarins, clementines",2023,2023,kg/ha,8101.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2024,2024,ha,3685,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1324,"Tangerines, mandarins, clementines",2024,2024,kg/ha,9941.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1620,Tea leaves,2020,2020,ha,269400,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1620,Tea leaves,2020,2020,kg/ha,11321.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1620,Tea leaves,2021,2021,ha,219000,A,Official figure,
